aluguel,zona,area,quarto
1350.0,leste,95.0,2.0
2500.0,leste,80.0,3.0
990.0,leste,16.0,1.0
1300.0,leste,49.0,2.0
1400.0,leste,100.0,3.0
1300.0,leste,39.0,1.0
812.0,leste,60.0,1.0
1400.0,leste,60.0,2.0
1100.0,leste,47.0,2.0
650.0,leste,50.0,1.0
1200.0,leste,50.0,1.0
2900.0,leste,67.0,3.0
1700.0,leste,52.0,2.0
1350.0,leste,60.0,1.0
1400.0,leste,70.0,2.0
2100.0,leste,56.0,2.0
800.0,leste,40.0,1.0
1100.0,leste,60.0,2.0
950.0,leste,56.0,2.0
5500.0,leste,128.0,3.0
1530.0,leste,27.0,1.0
1250.0,leste,76.0,2.0
1990.0,leste,60.0,2.0
1741.0,leste,62.0,2.0
2200.0,leste,103.0,2.0
2500.0,leste,75.0,3.0
800.0,leste,24.0,1.0
1040.0,leste,100.0,1.0
1600.0,leste,41.0,1.0
1500.0,leste,54.0,2.0
747.0,leste,50.0,1.0
1200.0,leste,43.0,2.0
1100.0,leste,42.0,2.0
700.0,leste,35.0,1.0
1800.0,leste,90.0,2.0
1900.0,leste,40.0,1.0
1592.0,leste,64.0,2.0
900.0,leste,46.0,1.0
2500.0,leste,125.0,2.0
2000.0,leste,84.0,2.0
1300.0,leste,54.0,2.0
3700.0,leste,190.0,3.0
890.0,leste,55.0,1.0
1000.0,leste,52.0,2.0
3500.0,leste,150.0,3.0
1323.0,leste,46.0,2.0
4100.0,leste,160.0,4.0
1650.0,leste,57.0,2.0
1100.0,leste,55.0,2.0
1700.0,leste,50.0,2.0
2200.0,leste,78.0,2.0
1600.0,leste,75.0,2.0
1100.0,leste,45.0,2.0
1200.0,leste,37.0,2.0
2400.0,leste,53.0,2.0
800.0,leste,45.0,1.0
1800.0,leste,60.0,2.0
1700.0,leste,64.0,2.0
1500.0,leste,100.0,2.0
3500.0,leste,110.0,3.0
1300.0,leste,80.0,2.0
1100.0,leste,60.0,2.0
1300.0,leste,90.0,2.0
1340.0,leste,60.0,2.0
1121.0,leste,80.0,1.0
2100.0,leste,90.0,2.0
1650.0,leste,74.0,3.0
1500.0,leste,28.0,1.0
1650.0,leste,46.0,1.0
2740.0,leste,190.0,3.0
2800.0,leste,79.0,3.0
1800.0,leste,52.0,2.0
3100.0,leste,72.0,3.0
1700.0,leste,44.0,2.0
1700.0,leste,48.0,2.0
1500.0,leste,60.0,2.0
4000.0,leste,200.0,3.0
1300.0,leste,41.0,2.0
2495.0,leste,80.0,4.0
2500.0,leste,80.0,1.0
2700.0,leste,150.0,3.0
2600.0,leste,52.0,2.0
2500.0,leste,100.0,2.0
1400.0,leste,80.0,1.0
1400.0,leste,58.0,2.0
3800.0,leste,400.0,2.0
1800.0,leste,112.0,3.0
2000.0,leste,74.0,2.0
900.0,leste,37.0,1.0
1550.0,leste,32.0,1.0
1800.0,leste,50.0,2.0
4000.0,leste,130.0,2.0
2600.0,leste,150.0,4.0
950.0,leste,30.0,1.0
1122.0,leste,53.0,2.0
7000.0,leste,157.0,3.0
1100.0,leste,47.0,2.0
1404.0,leste,50.0,1.0
1450.0,leste,39.0,2.0
2600.0,leste,95.0,3.0
1285.0,leste,80.0,2.0
1000.0,leste,50.0,2.0
2990.0,leste,85.0,3.0
1990.0,leste,46.0,2.0
4590.0,leste,82.0,2.0
1750.0,leste,50.0,2.0
1700.0,leste,70.0,2.0
1500.0,leste,68.0,2.0
1560.0,leste,50.0,2.0
2077.0,leste,54.0,2.0
1179.0,leste,90.0,2.0
1650.0,leste,28.0,1.0
1672.0,leste,32.0,1.0
2200.0,leste,40.0,1.0
1400.0,leste,47.0,2.0
1500.0,leste,40.0,1.0
2500.0,leste,59.0,2.0
7000.0,leste,132.0,3.0
2100.0,leste,64.0,2.0
1450.0,leste,37.0,1.0
1275.0,leste,57.0,2.0
3000.0,leste,180.0,2.0
2700.0,leste,58.0,2.0
1400.0,leste,40.0,2.0
1500.0,leste,125.0,2.0
750.0,leste,40.0,1.0
1646.0,leste,21.0,1.0
1600.0,leste,120.0,3.0
1500.0,leste,47.0,2.0
1800.0,leste,85.0,3.0
2750.0,leste,70.0,3.0
2100.0,leste,80.0,2.0
1900.0,leste,42.0,1.0
950.0,leste,45.0,1.0
1400.0,leste,53.0,2.0
1800.0,leste,140.0,4.0
1200.0,leste,48.0,2.0
1800.0,leste,42.0,2.0
1900.0,leste,80.0,3.0
2200.0,leste,150.0,4.0
1853.0,leste,63.0,2.0
1500.0,leste,61.0,2.0
3500.0,leste,250.0,3.0
2300.0,leste,78.0,2.0
1439.0,leste,56.0,2.0
2000.0,leste,66.0,2.0
950.0,leste,30.0,1.0
1963.0,leste,66.0,2.0
2500.0,leste,75.0,2.0
2800.0,leste,135.0,3.0
1100.0,leste,60.0,2.0
1200.0,leste,60.0,2.0
1300.0,leste,60.0,2.0
1150.0,leste,60.0,1.0
1285.0,leste,55.0,2.0
700.0,leste,40.0,1.0
1800.0,leste,45.0,2.0
2700.0,leste,40.0,1.0
1150.0,leste,60.0,1.0
2414.0,leste,70.0,2.0
1500.0,leste,95.0,2.0
1650.0,leste,54.0,1.0
1165.0,leste,70.0,1.0
1100.0,leste,25.0,1.0
1098.0,leste,90.0,2.0
1200.0,leste,50.0,1.0
900.0,leste,47.0,2.0
1600.0,leste,70.0,2.0
1390.0,leste,53.0,2.0
1500.0,leste,45.0,1.0
950.0,leste,90.0,1.0
1722.0,leste,90.0,3.0
1285.0,leste,54.0,2.0
643.0,leste,50.0,1.0
980.0,leste,36.0,1.0
2013.0,leste,64.0,3.0
600.0,leste,35.0,1.0
750.0,leste,45.0,1.0
700.0,leste,38.0,1.0
1400.0,leste,48.0,2.0
650.0,leste,24.0,1.0
4300.0,leste,51.0,1.0
1889.0,leste,49.0,2.0
2100.0,leste,70.0,2.0
1750.0,leste,76.0,3.0
1300.0,leste,37.0,1.0
1800.0,leste,56.0,2.0
1840.0,leste,30.0,1.0
888.0,leste,42.0,2.0
800.0,leste,38.0,1.0
1200.0,leste,49.0,2.0
1100.0,leste,58.0,2.0
900.0,leste,56.0,2.0
1100.0,leste,55.0,3.0
1100.0,leste,50.0,2.0
1600.0,leste,63.0,2.0
1208.0,leste,32.0,1.0
1100.0,leste,57.0,2.0
1600.0,leste,50.0,2.0
2700.0,leste,60.0,2.0
1800.0,leste,76.0,3.0
1050.0,leste,33.0,1.0
1139.0,leste,54.0,2.0
2600.0,leste,71.0,2.0
1500.0,leste,45.0,2.0
2200.0,leste,39.0,1.0
3700.0,leste,121.0,3.0
3400.0,leste,141.0,4.0
2500.0,leste,49.0,2.0
4000.0,leste,92.0,3.0
3500.0,leste,190.0,3.0
2500.0,leste,64.0,2.0
1200.0,leste,40.0,1.0
2900.0,leste,77.0,3.0
2200.0,leste,45.0,1.0
2000.0,leste,45.0,1.0
1900.0,leste,100.0,2.0
4000.0,leste,92.0,3.0
1200.0,leste,40.0,1.0
1250.0,leste,28.0,1.0
1200.0,leste,38.0,2.0
2200.0,leste,86.0,3.0
1275.0,leste,50.0,2.0
2500.0,leste,63.0,3.0
1150.0,leste,56.0,1.0
535.0,leste,30.0,1.0
1200.0,leste,50.0,2.0
1000.0,leste,52.0,1.0
1800.0,leste,52.0,2.0
1183.0,leste,52.0,2.0
2200.0,leste,65.0,3.0
4000.0,leste,315.0,4.0
1584.0,leste,73.0,2.0
800.0,leste,40.0,1.0
1300.0,leste,39.0,1.0
1930.0,leste,100.0,2.0
1600.0,leste,69.0,3.0
2200.0,leste,92.0,3.0
1000.0,leste,41.0,2.0
1500.0,leste,60.0,1.0
1000.0,leste,62.0,2.0
859.0,leste,38.0,1.0
950.0,leste,40.0,1.0
2217.0,leste,53.0,2.0
2100.0,leste,81.0,3.0
1636.0,leste,61.0,2.0
1275.0,leste,37.0,1.0
2200.0,leste,50.0,2.0
1784.0,leste,38.0,1.0
1200.0,leste,70.0,2.0
1750.0,leste,29.0,1.0
1100.0,leste,30.0,1.0
1100.0,leste,43.0,2.0
1800.0,leste,26.0,1.0
942.0,leste,38.0,1.0
1540.0,leste,16.0,1.0
750.0,leste,45.0,1.0
1000.0,leste,65.0,1.0
2300.0,leste,115.0,3.0
1300.0,leste,38.0,2.0
1600.0,leste,55.0,2.0
1250.0,leste,43.0,2.0
5500.0,leste,196.0,3.0
1350.0,leste,60.0,2.0
2800.0,leste,130.0,3.0
3026.0,leste,70.0,2.0
2850.0,leste,65.0,2.0
1000.0,leste,55.0,2.0
2300.0,leste,132.0,3.0
1400.0,leste,46.0,2.0
2800.0,leste,48.0,1.0
3400.0,leste,175.0,3.0
2277.0,leste,80.0,3.0
2440.0,leste,31.0,1.0
2500.0,leste,121.0,3.0
500.0,leste,25.0,1.0
1339.0,leste,65.0,1.0
1500.0,oeste,140.0,4.0
1200.0,oeste,56.0,2.0
1122.0,oeste,55.0,2.0
10500.0,oeste,186.0,5.0
2453.0,oeste,80.0,2.0
2020.0,oeste,100.0,3.0
1500.0,oeste,50.0,2.0
3500.0,oeste,80.0,3.0
2000.0,oeste,96.0,3.0
1526.0,oeste,50.0,2.0
1750.0,oeste,94.0,3.0
900.0,oeste,38.0,1.0
1100.0,oeste,50.0,2.0
2850.0,oeste,57.0,2.0
2900.0,oeste,83.0,2.0
1900.0,oeste,62.0,2.0
2000.0,oeste,110.0,2.0
10000.0,oeste,110.0,2.0
1800.0,oeste,50.0,1.0
2724.0,oeste,80.0,2.0
2450.0,oeste,70.0,2.0
1327.0,oeste,150.0,3.0
1743.0,oeste,35.0,2.0
2900.0,oeste,62.0,2.0
7600.0,oeste,633.0,3.0
5868.0,oeste,116.0,1.0
1500.0,oeste,48.0,2.0
2200.0,oeste,79.0,2.0
5800.0,oeste,46.0,1.0
5100.0,oeste,90.0,3.0
1900.0,oeste,100.0,2.0
10000.0,oeste,223.0,4.0
2250.0,oeste,30.0,1.0
2700.0,oeste,49.0,2.0
2200.0,oeste,145.0,3.0
1200.0,oeste,40.0,1.0
2700.0,oeste,70.0,1.0
4300.0,oeste,240.0,3.0
1500.0,oeste,43.0,2.0
1650.0,oeste,63.0,3.0
1950.0,oeste,49.0,2.0
8100.0,oeste,150.0,3.0
3800.0,oeste,28.0,1.0
4120.0,oeste,100.0,2.0
1100.0,oeste,55.0,1.0
7000.0,oeste,300.0,4.0
2700.0,oeste,68.0,3.0
3750.0,oeste,200.0,4.0
2600.0,oeste,140.0,2.0
3290.0,oeste,38.0,1.0
1000.0,oeste,37.0,1.0
6500.0,oeste,460.0,3.0
3500.0,oeste,124.0,4.0
2900.0,oeste,72.0,2.0
2600.0,oeste,60.0,2.0
3300.0,oeste,110.0,2.0
1480.0,oeste,64.0,2.0
2450.0,oeste,30.0,1.0
2750.0,oeste,90.0,2.0
3750.0,oeste,94.0,2.0
1025.0,oeste,60.0,1.0
3200.0,oeste,78.0,3.0
2500.0,oeste,68.0,2.0
3575.0,oeste,70.0,2.0
1653.0,oeste,44.0,2.0
2700.0,oeste,59.0,2.0
1600.0,oeste,77.0,2.0
1588.0,oeste,76.0,3.0
3200.0,oeste,78.0,2.0
2633.0,oeste,70.0,2.0
6050.0,oeste,164.0,3.0
2350.0,oeste,83.0,3.0
2416.0,oeste,57.0,2.0
1533.0,oeste,70.0,2.0
15000.0,oeste,400.0,3.0
2424.0,oeste,60.0,1.0
2200.0,oeste,33.0,1.0
2000.0,oeste,64.0,2.0
2100.0,oeste,53.0,2.0
2600.0,oeste,90.0,2.0
2480.0,oeste,75.0,2.0
1910.0,oeste,66.0,2.0
1600.0,oeste,32.0,1.0
2000.0,oeste,60.0,2.0
2800.0,oeste,58.0,2.0
3300.0,oeste,72.0,3.0
2552.0,oeste,69.0,2.0
2800.0,oeste,63.0,2.0
3200.0,oeste,70.0,2.0
1622.0,oeste,53.0,2.0
3400.0,oeste,75.0,2.0
3520.0,oeste,82.0,3.0
3650.0,oeste,45.0,1.0
2466.0,oeste,95.0,3.0
2300.0,oeste,60.0,2.0
2680.0,oeste,40.0,1.0
2200.0,oeste,78.0,3.0
3400.0,oeste,76.0,3.0
6250.0,oeste,92.0,2.0
2300.0,oeste,42.0,1.0
3745.0,oeste,117.0,3.0
1691.0,oeste,78.0,2.0
2000.0,oeste,42.0,2.0
3000.0,oeste,40.0,1.0
8500.0,oeste,250.0,4.0
1850.0,oeste,85.0,2.0
1600.0,oeste,60.0,3.0
4505.0,oeste,100.0,3.0
3000.0,oeste,34.0,1.0
3500.0,oeste,99.0,2.0
1900.0,oeste,53.0,2.0
3000.0,oeste,80.0,3.0
1500.0,oeste,44.0,2.0
2100.0,oeste,57.0,1.0
4242.0,oeste,145.0,3.0
3300.0,oeste,88.0,2.0
1300.0,oeste,60.0,2.0
3000.0,oeste,28.0,1.0
3200.0,oeste,92.0,3.0
2100.0,oeste,50.0,2.0
3500.0,oeste,119.0,2.0
2200.0,oeste,49.0,2.0
1400.0,oeste,34.0,1.0
1280.0,oeste,25.0,1.0
3000.0,oeste,75.0,2.0
3000.0,oeste,70.0,3.0
6800.0,oeste,70.0,2.0
4000.0,oeste,125.0,2.0
4500.0,oeste,320.0,4.0
4800.0,oeste,100.0,3.0
1700.0,oeste,59.0,2.0
2500.0,oeste,72.0,2.0
4500.0,oeste,132.0,3.0
750.0,oeste,12.0,1.0
750.0,oeste,12.0,1.0
3500.0,oeste,105.0,3.0
1800.0,oeste,52.0,1.0
3400.0,oeste,37.0,1.0
850.0,oeste,12.0,1.0
3000.0,oeste,34.0,1.0
2400.0,oeste,58.0,2.0
5500.0,oeste,59.0,2.0
6000.0,oeste,136.0,3.0
6000.0,oeste,136.0,3.0
2400.0,oeste,85.0,3.0
2350.0,oeste,60.0,2.0
2000.0,oeste,70.0,2.0
2500.0,oeste,50.0,2.0
2200.0,oeste,95.0,3.0
6000.0,oeste,136.0,3.0
8500.0,oeste,100.0,2.0
2500.0,oeste,32.0,1.0
1899.0,oeste,35.0,2.0
4000.0,oeste,64.0,2.0
2600.0,oeste,79.0,2.0
13000.0,oeste,250.0,3.0
3400.0,oeste,65.0,2.0
6000.0,oeste,210.0,3.0
5300.0,oeste,116.0,3.0
5000.0,oeste,90.0,3.0
2200.0,oeste,72.0,1.0
2700.0,oeste,35.0,1.0
2000.0,oeste,49.0,2.0
5500.0,oeste,59.0,2.0
1500.0,oeste,31.0,1.0
2500.0,oeste,117.0,3.0
3750.0,oeste,225.0,3.0
1900.0,oeste,28.0,1.0
2700.0,oeste,50.0,1.0
2150.0,oeste,55.0,2.0
6500.0,oeste,96.0,2.0
6000.0,oeste,200.0,4.0
4890.0,oeste,110.0,3.0
1590.0,oeste,49.0,2.0
2000.0,oeste,50.0,1.0
3935.0,oeste,49.0,1.0
1500.0,oeste,56.0,2.0
6300.0,oeste,230.0,3.0
1750.0,oeste,46.0,2.0
980.0,oeste,15.0,1.0
850.0,oeste,12.0,1.0
850.0,oeste,12.0,1.0
1100.0,oeste,24.0,2.0
550.0,oeste,50.0,1.0
850.0,oeste,12.0,1.0
750.0,oeste,12.0,1.0
2200.0,oeste,69.0,2.0
1350.0,oeste,30.0,1.0
2000.0,oeste,70.0,1.0
1551.0,oeste,52.0,2.0
4800.0,oeste,130.0,3.0
1740.0,oeste,63.0,3.0
2100.0,oeste,49.0,2.0
1810.0,oeste,56.0,2.0
2800.0,oeste,100.0,2.0
2343.0,oeste,69.0,2.0
2866.0,oeste,35.0,1.0
7500.0,oeste,315.0,4.0
4200.0,oeste,35.0,1.0
2350.0,oeste,60.0,2.0
1300.0,oeste,41.0,1.0
6000.0,oeste,98.0,2.0
3000.0,oeste,105.0,3.0
2027.0,oeste,55.0,2.0
700.0,oeste,30.0,1.0
11000.0,oeste,84.0,2.0
4032.0,oeste,26.0,1.0
1050.0,oeste,35.0,1.0
2700.0,oeste,48.0,2.0
1050.0,oeste,35.0,1.0
1700.0,oeste,55.0,1.0
2541.0,oeste,25.0,1.0
1000.0,oeste,40.0,1.0
1200.0,oeste,48.0,2.0
4032.0,oeste,30.0,1.0
4032.0,oeste,29.0,1.0
4152.0,oeste,35.0,1.0
4350.0,oeste,37.0,1.0
1799.0,oeste,127.0,3.0
2900.0,oeste,23.0,1.0
3600.0,oeste,82.0,2.0
5263.0,oeste,35.0,1.0
2600.0,oeste,87.0,3.0
5283.0,oeste,35.0,1.0
5263.0,oeste,35.0,1.0
900.0,oeste,50.0,1.0
2350.0,oeste,70.0,1.0
1800.0,oeste,46.0,2.0
2164.0,oeste,30.0,1.0
2231.0,oeste,30.0,1.0
2231.0,oeste,30.0,1.0
2500.0,oeste,48.0,1.0
5283.0,oeste,35.0,1.0
4032.0,oeste,30.0,1.0
5283.0,oeste,35.0,1.0
2164.0,oeste,30.0,1.0
5283.0,oeste,35.0,1.0
5283.0,oeste,35.0,1.0
4032.0,oeste,29.0,1.0
5028.0,oeste,33.0,1.0
4032.0,oeste,29.0,1.0
2231.0,oeste,30.0,1.0
1100.0,oeste,30.0,1.0
1160.0,oeste,40.0,2.0
1500.0,oeste,65.0,2.0
1300.0,oeste,77.0,3.0
2700.0,oeste,64.0,3.0
4000.0,oeste,75.0,1.0
1950.0,oeste,100.0,2.0
1000.0,oeste,50.0,1.0
1700.0,oeste,65.0,2.0
2150.0,oeste,300.0,3.0
1450.0,oeste,45.0,1.0
1900.0,oeste,59.0,2.0
3500.0,oeste,146.0,3.0
1250.0,oeste,61.0,2.0
1930.0,oeste,55.0,2.0
2100.0,oeste,76.0,3.0
2400.0,oeste,86.0,2.0
2200.0,oeste,67.0,2.0
1900.0,oeste,85.0,2.0
1890.0,oeste,36.0,2.0
1970.0,oeste,59.0,2.0
2750.0,oeste,52.0,2.0
5100.0,oeste,103.0,3.0
1800.0,oeste,72.0,2.0
2600.0,oeste,47.0,1.0
2100.0,oeste,80.0,2.0
2100.0,oeste,64.0,1.0
1418.0,oeste,72.0,1.0
2000.0,oeste,48.0,1.0
2300.0,oeste,75.0,2.0
2141.0,oeste,85.0,3.0
1990.0,oeste,80.0,1.0
1750.0,oeste,33.0,1.0
1830.0,oeste,35.0,2.0
2000.0,oeste,62.0,3.0
9000.0,oeste,72.0,1.0
3350.0,oeste,80.0,2.0
2500.0,oeste,140.0,2.0
1400.0,oeste,50.0,2.0
2250.0,oeste,83.0,2.0
4690.0,oeste,60.0,2.0
3000.0,oeste,47.0,1.0
1700.0,oeste,199.0,4.0
1800.0,oeste,85.0,1.0
3400.0,oeste,97.0,3.0
4200.0,oeste,115.0,3.0
